Nombre,Dirección,Latitud,Longitud,Teléfono,Horario,Página Web,Rating,Reseñas,Precio,Popularidad
Díaz Goma,"Av. Domingo Faustino Sarmiento 121, M5600 San Rafael, Mendoza, Argentina",-34.6255023,-68.33633,0260 444-6868,"['Monday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Saturday: 8:15\u202fAM\u2009–\u20091:15\u202fPM', 'Sunday: Closed']",,4.7,"[""The truth is that the business is complete, it has everything and at good prices, the attention of the man is first class, fast, and very friendly. Everything in rubber and plastic too, even some bicycle things and tools. RECOMMENDED, even if it's just to go and ask."", 'Excellent service....products of all kinds and more.....', 'Excellent service..the quality-price ratio is optimal..very complete stock..', ""Assorted everything except sometimes I asked for curtains, they didn't have them, they were going to bring them, I ended up buying somewhere else, they have timing belts for all the vehicles"", 'Excellent service, good price and quality, trustworthy people.']",,45.0
Blanquería Alvear - Tienda Online,"Laprida 486, M5620 Gral. Alvear, Mendoza, Argentina",-34.9838341,-67.68668939999999,0261 652-1696,"['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,5.0,"['Excellent quality and very good prices. Excellent care and advice. In less than half an hour they brought my order to my home with various options so I could choose which was most convenient. Re highly recommendable!!', 'Highly recommended, good products in quality and prices! Excellent attention!', 'Excellent service, including even advice on shades and materials, a lot of cordiality and very good prices. 10 points', 'Very satisfied with the curtains, they are beautiful. Thank you for your attention and delivery.', 'I need to know if they have blak aot curtains in roler']",,29.0
CORTINADOS MARILYN,"Paso de los Andes 95, M5620 Gral. Alvear, Mendoza, Argentina",-34.9768357,-67.6905414,02625 52-7359,"['Monday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u200912:30\u202fPM', 'Sunday: Closed']",,,[],,
Nueva casa,"Av. Libertador Nte. 264, M5620 Gral. Alvear, Mendoza, Argentina",-34.97546149999999,-67.689737,02625 42-3071,"['Monday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Saturday: 5:30\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",,4.0,"['The place has very good designer objects, the attention of ALL the employees is terrible, they serve as if they were bothered by the presence of the clients, it is a shame to enter such a nice place and find that attention.', '', '', '']",,4.0
Mas Que Muebles,"Av. Alvear Este 555, M5620 Gral. Alvear, Mendoza, Argentina",-34.9783018,-67.6823251,02625 15-64-3150,"['Monday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",https://masquemuebles.com.ar/,4.9,"['A business like Más que Muebles was very necessary for Alvear.\nVariety, quality and the best prices in town.\nMy wife and I went to buy a stove and there was so much variety that I even bought a knife and some decoration.\nMany thanks to Graciela and Javier for their attention!!\nWe are anxiously awaiting the installation of the stove!!', 'A highly recommended place to find very good quality home comforts. I bought a wood stove and the truth is that it changed the atmosphere, it heats very well. Excellent service and very good advice', 'Good quality products and good prices.', 'Very good attention', '']",,9.0
Sedería Salimar,"Av. Alvear Oeste 59, M5620 Gral. Alvear, Mendoza, Argentina",-34.9778591,-67.6906424,,,,,[],,
Taller de costuras FRAN,"barrio fray francisco inalican, manzana E casa 9, M5624 Real del Padre, Mendoza, Argentina",-34.8396209,-67.75491,02625 57-4039,"['Monday: Open 24 hours', 'Tuesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Closed']",,,[],,
Cortinas Viña Del Mar,"Av. Valparaíso 898, 2520000 Viña del Mar, Valparaíso, Chile",-33.025591,-71.5493001,9 5404 6165,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",http://www.instagram.com/cortinas_vina,4.7,"['Son 3 B', ""Excellent service and variety of things, they don't just have curtains and fabrics, they have everything from things for models to zippers for parkas!"", 'Good prices variety of items', 'Good offers, good products, very friendly ladies who serve. They also have their social networks working and respond quickly. Recommending 👍🏻', 'It is an excellent place, I love it because they are all loving and they have very nice products.']",,760.0
Tapestries and Cortinajes 11 North,"Norte 11, 2520000 Valparaíso, Viña del Mar, Valparaíso, Chile",-33.0131991,-71.5423157,(32) 268 5695,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",http://www.tapicesycortinajes11norte.cl/,4.5,"[""My mother-in-law had some curtains made and they turned out great. I'm trying to call the phone and I can't...someone who can share it...I need it urgently\n..thank you"", 'Excellent service, I am very happy to see that they have reopened their doors. 100% recommendable', 'Excellent service, prices according to our pockets, attended by its own owner', 'Variety of fabrics for curtains and curtains, good prices and excellent service from its owner.', 'Excellent service, variety of fabrics for curtains and tapestries']",,24.0
CHANTILLY,"Av. Libertad 765, Viña del Mar, Valparaíso, Chile",-33.0146258,-71.5501578,(32) 268 6704,"['Monday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20091:45\u202fPM', 'Sunday: Closed']",http://www.chantilly.cl/,3.9,"['They have household items bathroom curtains Roller curtains fine ornament figures Great Attention', 'Excellent store, good service, I have been a customer for years and it has improved a lot.', 'For the first time I visited this place, which treated me very well, Miss Nancy.\nI find the service very good and I love the things, it is a very tasteful place for the owner of the house.', 'Excellent store very\nAlways good attention with things. New and good quality', 'The saleswomen are very nice. I always like to come and see the beautiful things they have.']",,164.0
"Fabrics: Curtains, Roller and Fabrics","Av. Libertad 305, 2520206 Viña del Mar, Valparaíso, Chile",-33.019293,-71.5511274,,"['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",http://www.fabrics.cl/,4.3,"[""Pesimos do not take responsibility for factory defects that come in the products...in addition to disrespectful treatment with customers and misleading advertising!, NOTICE TO ALL THOSE INTERESTED IN BUYING FROM THIS COMPANY WHICH HAS ONLY A GOOD NAME BUT ABSOLUTELY NOTHING, BUT NOTHING ABOUT QUALITY IN TERMS OF TREATMENT, OF RESPONSING FOR THEIR PRODUCTS THAT COME WITH FAULTS. SO BE CAREFUL IF YOU ARE GOING TO BUY ON CHRISTMAS, BLACK FIRDAY OR ANY DATE...THINK ABOUT IT IF YOU DON'T WANT TO HAVE A BAD TIME LIKE I AM HAVING IT NOW. And be careful that their prices are not cheap, the discounts seduce, but then they do not respond. I bought several things, I got a set of sheets with faults (normal value $59,900 with discount $35,900), I contacted them on Instagram to manage a solution, they sent me an email and then for no reason they blocked me from Instagram. Be careful that when searching for them on Instagram I reach I read several comments from people who indicated the same situation that would later happen to me (the truth is, I didn't think they would not respond and that they would also block me) there were other people who I read were indicating that they were contacting them for exchange or product problems and they did not respond to them, I imagine They also blocked them so that the screen and advertising on networks appear as if they were a responsible and prestigious company. I wrote to the email and they didn't respond. I asked friends and family to spread the word so that the same thing doesn't happen to them, so here I share my bad experience so that it doesn't happen to you. Enough of the abuse...you pay for a product as indicated on the website, no It's a favor, it's a purchase, but they make an abusive deal."", ""Be careful with fabrics!!! They are selling products with defects and then they do not respond when contacted. My friend contacted them to solve the sale of a product with manufacturing problems, not only have they not responded...but they also blocked her from Instagram and just for asking! And now they blocked me for putting this message on their Instagram account! That's why I write for her...don't let it happen to anyone else! Spread these types of situations and bad practices. BE CAREFUL, DON'T HAVE A BAD TIME WITH YOUR CHRISTMAS PURCHASES"", 'A great store with a team of very friendly and professional advisors', ""Very bad workmanship of the curtains. The fabrics I bought for the clothing are very nice and of good quality, I bought them at a good deal, but unfortunately I made the mistake of having the curtains made with them. My curtains were made by Adrián, they are 4 months old and the velcros are already unstitched. The fixing system they use is expensive and bad, nothing like the traditional wooden strip. Let's see if they answer me and fix it for me."", 'Excellent discounts, 50% or more']",,59.0
HALASA TextilHogar,"4 Nte. 540, 2520234 Viña del Mar, Valparaíso, Chile",-33.0192716,-71.55299389999999,(32) 297 2390,"['Monday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20092:30\u202fPM', 'Sunday: Closed']",,4.5,"[""Space is limited and there is no private parking, only on the street if available. It's not close at hand, but it's a place to find the gift you're looking for. It is also for curtains, upholstery. Lots of decorations. In addition, the attention is personalized by its owners, who are very friendly. I bought as a gift an ornament that simulates a candle, very cute. And a Turkish hand, for good luck."", 'Excellent service, good products. I found 1 beautiful gobelin-type tapestry and a very pretty curtain fabric.\ngood prices', 'Very original, elegant decoration and gift items at a very good price 👌🏼.', ""Terrible job. I asked them to make terrace cushions with linings to cover the foam and separate them from the upholstery, so that the foam would not break when removing the upholstery for washing, however, they left me the cushions without lining, and I had to waste my time to go. to leave them and have them put on the linings. In addition, a couple of cushions were poorly made, with wrinkles in the corners and they had to be fixed. The worst of all is that I also asked to upholster an armchair and they left it poorly done in the corner, you could see that it was not covered under the armrest, and the fabric was coming off with use. I took it to be repaired, then they brought it back to me and instead of changing the fabric so that it could cover it, what they did was sew the seat with the armrest fabric. You could see the thread crossing from the armrest to the seat. It looked horrible, which they had to repair again. It is clear that there is no supervision of the work, nor are there teachers who do a good job, they do it in a mediocre way, hoping that the clients do not notice or that it goes unnoticed. I don't recommend them at all."", 'Excellent atention. They sell towels (chiteco and Lourdes), sheets, covers, etc.']",,68.0
Casa Design Center,"Quillota 580, 2531106 Valparaíso, Viña del Mar, Valparaíso, Chile",-33.01735329999999,-71.5457602,(32) 324 5588,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",http://www.casadesign.cl/,4.6,"['We purchased roller blinds for our apartment and with the care they deserve, they have remained intact to date. The attention is good, as is the technical service when necessary.', 'I hired the services of @casadesignc for the installation of a floating floor, they told me what the warranty covered, when I presented two types of installation failures I contacted them to enforce said warranty, to date they have not responded to me, those who buy or hire the services of this company, I recommend you look at other alternatives. This company, the times I contacted them, responded with pure evasion.\nYou ask me for my name: Eduardo Adriazola, from October last year, I am telling you the problem that arose and to date you have not told me anything specific.', 'By far, the most diligent, efficient and timely service in the fifth region so far. Good finishing work. The compadre who installs the curtains handles his job without hesitation. Excellent work, everyone very happy!!', 'Very good service, they arranged installation work for roller blinds and they were perfect.', 'Very good prices and excellent personalized attention']",,23.0
Cortinas don Jorge,"5 Ote. 310, 2520000 Viña del Mar, Valparaíso, Chile",-33.0197998,-71.5441043,9 8545 3616,"['Monday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,4.4,"['Excellent curtains. I had two black out stores made and they turned out perfect, the fabrics were also of very good quality. Good work and fast.\nCompletely recommended', 'The curtains are of excellent quality, and the gentleman has a 10/10 mustache.', 'excellent detail and beautiful curtains I recommend it 100', 'Excellent service and good taste, above all their color and design advice...', 'It is highly recommended and sent to many places but this is the best']",,7.0
Ecohome,"Av Edmundo Eluchans 650, Renaca, Viña del Mar, Valparaíso, Chile",-32.9684836,-71.54147259999999,9 8464 1822,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",https://cortinas.ecohome.cl/dealersite/contacto?sucursal=29&Reñaca,5.0,[''],,1.0
Cortinajes insolito,"Av. Argentina 240, Valparaíso, Chile",-33.0455655,-71.6051483,(32) 221 2104,"['Monday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,5.0,"['I recommend it. I have been a customer of this business for many years.\nVery good quality of all their products.\nVariety of colors to choose from in curtains.\nQuality in veils and curtains.\nGood prices.\nPunctuality when manufacturing any custom order.\nI highly recommend it.\nBUT.\nTHE OWNERS are the people who are always serving their customers.\nThey are very unfriendly with the treatment of their clients. Very cutting and not very empathetic.\nI go for good merchandise they offer', '', '', '']",,4.0
Tiendita de Agatha,"Victoria 2443, 1234000 Valparaíso, Chile",-33.0483015,-71.6104974,9 4842 7941,"['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,5.0,"[""I bought a children's blanket for my niece, she loved it, highly recommended."", ""It's very pretty, the curtains are beautiful and perfect.""]",,2.0
RIVAL HOME - www.rivalhome.cl - Cortinas Roller y Smart Roller,"Arlegui N°236, oficina 601, 2571440 Valparaíso, Viña del Mar, Valparaíso, Chile",-33.02300579999999,-71.55919050000001,9 4574 7045,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,4.8,"['Very good service, very professional, in every sense', 'Excellent work, 100% professionals in what they do, they meet the agreed day and time in the work they do, very good service and the best, excellent quality, really satisfied, thank you very much RIVAL HOME for the service delivered 👍👍👍', 'Excellent service not only in the quality of its products but also in customer service. 100% recommended for the professionalism with which they work.', 'Very good service, we were very happy, quality and professionalism all in one attention, excellent finishes at a very good price, 1000% recommended...\nThank you RIVAL HOME', 'I want to thank you for the attention and service delivered, very punctual, super professionals when doing the work, the quality of the service EXCELLENT!!!']",,19.0
D & C By Hunter Douglas,"4 Nte. 465, 2580353 Viña del Mar, Valparaíso, Chile",-33.01890679999999,-71.5537374,(32) 269 5493,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20097:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",http://www.deyc.cl/,4.4,"[""Good service and variety of products. They are being remodeled so you can't see the finished curtains."", 'Very good curtains and attention. When quoting by email, check your spam folder.', 'Excelent service.', '', '']",,8.0
